id,type,href,ike_dist,price,land_area,house_area,BCR,FAR,nearest_station,station_dist,age,can_not_be_rebuilt,affordable
b-17005540000198,土地,https://www.homes.co.jp/tochi/b-17005540000198/,34,4530.0,104.19,,60,200.0,戸田公園,12,,False,1
b-1445460000079,新築一戸建て,https://www.homes.co.jp/kodate/b-1445460000079/,34,4580.0,51.48,89.84,,,上板橋,14,,False,1
b-1267650016851,新築一戸建て,https://www.homes.co.jp/kodate/b-1267650016851/,27,4580.0,34.05,75.25,,,三河島,5,,False,1
b-1000980063013,中古一戸建て,https://www.homes.co.jp/kodate/b-1000980063013/,22,4580.0,50.49,74.33,,,小竹向原,10,8.0,False,1
b-1379680000197,土地,https://www.homes.co.jp/tochi/b-1379680000197/,30,4620.0,75.19,,60,200.0,石神井公園,12,,False,1
b-17020970015135,土地,https://www.homes.co.jp/tochi/b-17020970015135/,39,4650.0,72.44,,60,200.0,志茂,11,,False,1
b-1404690000031,新築一戸建て,https://www.homes.co.jp/kodate/b-1404690000031/,26,4680.0,43.54,80.31,,,東武練馬,4,,False,1
b-1080060004184,中古一戸建て,https://www.homes.co.jp/kodate/b-1080060004184/,32,4680.0,51.17,58.55,,,上板橋,12,3.0,False,1
b-39030740000410,中古一戸建て,https://www.homes.co.jp/kodate/b-39030740000410/,36,4680.0,154.2,122.54,,,東久留米,8,29.0,False,1
b-1193340007989,土地,https://www.homes.co.jp/tochi/b-1193340007989/,14,4680.0,44.05,,60,300.0,大塚,8,,False,1
b-17057720001732,新築一戸建て,https://www.homes.co.jp/kodate/b-17057720001732/,36,4690.0,79.91,87.46,,,中浦和,5,,False,1
b-1000980064314,新築一戸建て,https://www.homes.co.jp/kodate/b-1000980064314/,39,4690.0,101.28,80.52,,,武蔵小金井,3,,False,1
b-1445460000074,土地,https://www.homes.co.jp/tochi/b-1445460000074/,17,4730.0,46.87,,60,200.0,要町,9,,False,1
b-17017120000289,新築一戸建て,https://www.homes.co.jp/kodate/b-17017120000289/,34,4780.0,88.58,87.28,50,100.0,保谷,11,,False,1
b-17020970015116,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970015116/,35,4780.0,57.72,112.79,60,200.0,南与野,2,,False,1
b-17020970014960,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970014960/,35,4780.0,49.32,82.69,60,160.0,朝霞台,9,,False,1
b-17017240000261,中古一戸建て,https://www.homes.co.jp/kodate/b-17017240000261/,35,4780.0,62.86,97.08,60,200.0,朝霞台,9,,False,1
b-17054540000985,新築一戸建て,https://www.homes.co.jp/kodate/b-17054540000985/,33,4780.0,104.44,81.62,40,80.0,ひばりヶ丘,10,,False,1
b-17054540000988,新築一戸建て,https://www.homes.co.jp/kodate/b-17054540000988/,30,4780.0,60.12,113.94,80,200.0,ひばりヶ丘,7,,False,1
b-1078830008864,新築一戸建て,https://www.homes.co.jp/kodate/b-1078830008864/,39,4780.0,59.69,101.36,,,浦和,5,,False,1
b-1078830008703,新築一戸建て,https://www.homes.co.jp/kodate/b-1078830008703/,35,4780.0,57.72,112.79,,,南与野,2,,False,1
b-1239390013493,新築一戸建て,https://www.homes.co.jp/kodate/b-1239390013493/,27,4780.0,55.15,90.59,,,ひばりヶ丘,4,,False,1
b-1421770003249,新築一戸建て,https://www.homes.co.jp/kodate/b-1421770003249/,39,4780.0,84.28,117.57,,,東久留米,11,,False,1
b-1007440018848,中古一戸建て,https://www.homes.co.jp/kodate/b-1007440018848/,31,4780.0,45.95,118.0,,,祐天寺,7,34.0,False,1
b-1377140000052,土地,https://www.homes.co.jp/tochi/b-1377140000052/,36,4780.0,584.71,,40,80.0,下赤塚,14,,False,1
b-1303360011106,土地,https://www.homes.co.jp/tochi/b-1303360011106/,31,4780.0,123.1,,40,80.0,ひばりヶ丘,8,,False,1
b-1040200006505,新築一戸建て,https://www.homes.co.jp/kodate/b-1040200006505/,38,4790.0,56.65,105.56,,,小手指,3,,False,1
b-1415630000007,中古一戸建て,https://www.homes.co.jp/kodate/b-1415630000007/,39,4800.0,55.63,71.35,,,学芸大学,10,32.0,False,1
b-1251460067335,土地,https://www.homes.co.jp/tochi/b-1251460067335/,36,4800.0,141.95,,60,160.0,東武練馬,14,,False,1
b-1000980064286,土地,https://www.homes.co.jp/tochi/b-1000980064286/,36,4870.0,106.68,,50,100.0,保谷,14,,False,1
b-1458870000026,土地,https://www.homes.co.jp/tochi/b-1458870000026/,23,4870.0,88.03,,70,160.0,地下鉄赤塚,5,,False,1
b-17006370000252,新築一戸建て,https://www.homes.co.jp/kodate/b-17006370000252/,37,4880.0,90.1,89.01,60,200.0,戸田,13,,False,1
b-1193340008025,新築一戸建て,https://www.homes.co.jp/kodate/b-1193340008025/,26,4880.0,70.84,86.1,,,北赤羽,9,,False,1
b-37091040001420,新築一戸建て,https://www.homes.co.jp/kodate/b-37091040001420/,37,4880.0,90.1,89.01,,,戸田,13,,False,1
b-1243260007893,中古一戸建て,https://www.homes.co.jp/kodate/b-1243260007893/,24,4880.0,64.25,80.38,,,氷川台,10,18.0,False,1
b-35005140001829,中古一戸建て,https://www.homes.co.jp/kodate/b-35005140001829/,38,4880.0,100.21,105.98,,,中浦和,7,25.0,False,1
b-60000330218273,土地,https://www.homes.co.jp/tochi/b-60000330218273/,29,4880.0,40.11,,80,240.0,上野,10,,False,1
b-1303360011103,土地,https://www.homes.co.jp/tochi/b-1303360011103/,31,4880.0,123.1,,40,80.0,ひばりヶ丘,8,,False,1
b-39050830006048,新築一戸建て,https://www.homes.co.jp/kodate/b-39050830006048/,38,4890.0,89.63,92.32,,,保谷,15,,False,1
b-1193340008043,土地,https://www.homes.co.jp/tochi/b-1193340008043/,24,4890.0,90.23,,60,300.0,ときわ台,9,,False,1
b-1170260010695,土地,https://www.homes.co.jp/tochi/b-1170260010695/,33,4950.0,82.63,,60,160.0,赤羽岩淵,5,,False,1
b-1074240057790,土地,https://www.homes.co.jp/tochi/b-1074240057790/,29,4950.0,82.63,,60,200.0,赤羽岩淵,5,,False,1
b-1191550004749,土地,https://www.homes.co.jp/tochi/b-1191550004749/,28,4950.0,82.63,,60,200.0,赤羽,13,,False,1
b-1243260007938,土地,https://www.homes.co.jp/tochi/b-1243260007938/,28,4950.0,76.03,,60,160.0,赤羽岩淵,5,,False,1
b-1445390000601,土地,https://www.homes.co.jp/tochi/b-1445390000601/,33,4950.0,82.63,,60,200.0,埼玉高速鉄道赤羽岩淵,5,,False,1
b-17020970014996,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970014996/,38,4980.0,60.02,91.29,60,160.0,武蔵浦和,9,,False,1
b-17037180000235,中古一戸建て,https://www.homes.co.jp/kodate/b-17037180000235/,31,4980.0,105.68,84.46,40,80.0,ひばりヶ丘,8,,False,1
b-1421770003669,新築一戸建て,https://www.homes.co.jp/kodate/b-1421770003669/,15,4980.0,33.48,53.45,,,北池袋,7,,False,1
b-87130011067,新築一戸建て,https://www.homes.co.jp/kodate/b-87130011067/,39,4980.0,58.47,95.7,,,北戸田,13,,False,1
b-37021790000344,新築一戸建て,https://www.homes.co.jp/kodate/b-37021790000344/,31,4980.0,105.68,84.46,,,ひばりヶ丘,8,,False,1
b-1222100008171,新築一戸建て,https://www.homes.co.jp/kodate/b-1222100008171/,31,4980.0,105.69,84.46,,,ひばりヶ丘,8,,False,1
b-17074110000082,新築一戸建て,https://www.homes.co.jp/kodate/b-17074110000082/,37,4990.0,55.04,106.08,60,200.0,朝霞,14,,False,1
b-17054720000737,新築一戸建て,https://www.homes.co.jp/kodate/b-17054720000737/,35,4990.0,55.04,106.08,60,200.0,朝霞,14,,False,1
b-17077860000076,新築一戸建て,https://www.homes.co.jp/kodate/b-17077860000076/,37,4990.0,55.04,106.08,60,,朝霞,14,,False,1
b-1364890000076,テラスハウス,https://www.homes.co.jp/kodate/b-1364890000076/,20,4990.0,304.91,63.69,,,西巣鴨,7,3.0,False,1
b-1318040004417,新築一戸建て,https://www.homes.co.jp/kodate/b-1318040004417/,37,4990.0,61.4,113.66,,,朝霞,14,,False,1
b-1187850004007,新築一戸建て,https://www.homes.co.jp/kodate/b-1187850004007/,37,4990.0,61.47,113.66,,,朝霞,14,,False,1
b-1243260007742,土地,https://www.homes.co.jp/tochi/b-1243260007742/,19,4990.0,49.92,,60,160.0,西日暮里,5,,False,1
b-87570010157,中古一戸建て,https://www.homes.co.jp/kodate/b-87570010157/,27,4998.0,64.81,108.54,,,戸田公園,5,22.0,False,1
b-1252630007982,中古一戸建て,https://www.homes.co.jp/kodate/b-1252630007982/,27,4998.0,64.81,96.39,,,戸田公園,5,22.0,False,1
b-1080060004297,土地,https://www.homes.co.jp/tochi/b-1080060004297/,24,4999.0,68.69,,60,300.0,中板橋,10,,False,1
b-1191550004729,土地,https://www.homes.co.jp/tochi/b-1191550004729/,21,4999.0,68.69,,60,300.0,大山,8,,False,1
b-1243260007899,土地,https://www.homes.co.jp/tochi/b-1243260007899/,21,4999.0,68.69,,60,160.0,大山,8,,False,1
b-17020970014247,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970014247/,22,5080.0,39.1,72.44,80,300.0,北赤羽,5,,False,0
b-17074110000069,新築一戸建て,https://www.homes.co.jp/kodate/b-17074110000069/,33,5080.0,83.75,94.65,,,上板橋,13,,False,0
b-1388540004524,中古一戸建て,https://www.homes.co.jp/kodate/b-1388540004524/,25,5080.0,47.61,77.81,,,上板橋,5,10.0,False,0
b-1303360011104,土地,https://www.homes.co.jp/tochi/b-1303360011104/,31,5080.0,121.05,,40,80.0,ひばりヶ丘,8,,False,0
b-17069060005731,新築一戸建て,https://www.homes.co.jp/kodate/b-17069060005731/,38,5180.0,110.92,98.95,60,160.0,南与野,5,,False,0
b-17020970015106,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970015106/,39,5180.0,110.92,98.95,60,160.0,南与野,6,,False,0
b-17074110000080,新築一戸建て,https://www.homes.co.jp/kodate/b-17074110000080/,35,5180.0,62.86,97.08,60,200.0,朝霞台,9,,False,0
b-35005460000572,新築一戸建て,https://www.homes.co.jp/kodate/b-35005460000572/,22,5180.0,45.73,85.85,,,ときわ台,4,,False,0
b-1342450002189,新築一戸建て,https://www.homes.co.jp/kodate/b-1342450002189/,38,5180.0,109.25,98.95,,,南与野,5,,False,0
b-1345000001026,新築一戸建て,https://www.homes.co.jp/kodate/b-1345000001026/,38,5180.0,110.92,98.95,,,南与野,5,,False,0
b-1444120000117,新築一戸建て,https://www.homes.co.jp/kodate/b-1444120000117/,39,5180.0,110.92,98.95,,,南与野,6,,False,0
b-1389130002376,新築一戸建て,https://www.homes.co.jp/kodate/b-1389130002376/,35,5180.0,62.86,97.08,,,朝霞台,9,,False,0
b-1000980064391,新築一戸建て,https://www.homes.co.jp/kodate/b-1000980064391/,38,5180.0,100.02,100.44,,,所沢,8,,False,0
b-1363260000243,中古一戸建て,https://www.homes.co.jp/kodate/b-1363260000243/,28,5180.0,49.78,81.99,,,桜台,13,11.0,False,0
b-1389720001274,中古一戸建て,https://www.homes.co.jp/kodate/b-1389720001274/,27,5180.0,75.07,89.9,,,保谷,4,14.0,False,0
b-1073170001876,土地,https://www.homes.co.jp/tochi/b-1073170001876/,33,5180.0,134.72,,40,80.0,ひばりヶ丘,10,,False,0
b-1080060004296,土地,https://www.homes.co.jp/tochi/b-1080060004296/,24,5199.0,68.69,,60,300.0,中板橋,10,,False,0
b-1243260007900,土地,https://www.homes.co.jp/tochi/b-1243260007900/,21,5199.0,68.69,,60,160.0,大山,8,,False,0
b-1445390000581,中古一戸建て,https://www.homes.co.jp/kodate/b-1445390000581/,30,5200.0,70.01,106.2,,,成増,12,6.0,False,0
b-1318040004427,中古一戸建て,https://www.homes.co.jp/kodate/b-1318040004427/,30,5200.0,70.01,94.33,,,成増,12,6.0,False,0
b-1309740000402,土地,https://www.homes.co.jp/tochi/b-1309740000402/,21,5200.0,109.63,,60,200180.0,平和台,5,,False,0
b-17020970014208,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970014208/,36,5280.0,83.54,103.7,60,200.0,朝霞台,10,,False,0
b-1342030008142,新築一戸建て,https://www.homes.co.jp/kodate/b-1342030008142/,26,5280.0,77.36,94.81,,,十条,14,,False,0
b-1449860000121,新築一戸建て,https://www.homes.co.jp/kodate/b-1449860000121/,38,5280.0,74.75,91.53,,,武蔵浦和,9,,False,0
b-1041380012804,新築一戸建て,https://www.homes.co.jp/kodate/b-1041380012804/,38,5280.0,71.96,98.38,,,南与野,5,,False,0
b-8110126466,中古一戸建て,https://www.homes.co.jp/kodate/b-8110126466/,38,5280.0,74.75,91.53,,,武蔵浦和,9,2.0,False,0
b-83520001940,新築一戸建て,https://www.homes.co.jp/kodate/b-83520001940/,35,5280.0,100.01,90.72,,,和光市,14,,False,0
b-1172930002599,中古一戸建て,https://www.homes.co.jp/kodate/b-1172930002599/,35,5280.0,101.7,93.98,,,朝霞台,9,7.0,False,0
b-1448700000023,新築一戸建て,https://www.homes.co.jp/kodate/b-1448700000023/,37,5280.0,120.61,91.08,,,ひばりヶ丘,14,,False,0
b-1063580001403,土地,https://www.homes.co.jp/tochi/b-1063580001403/,23,5280.0,128.17,,60,200.0,富士見台,3,,False,0
b-1267560001127,土地,https://www.homes.co.jp/tochi/b-1267560001127/,26,5280.0,82.62,,60,200.0,練馬,11,,False,0
b-1458870000008,新築一戸建て,https://www.homes.co.jp/kodate/b-1458870000008/,32,5290.0,57.9,88.15,,,上板橋,12,,False,0
b-8110129162,新築一戸建て,https://www.homes.co.jp/kodate/b-8110129162/,38,5290.0,90.17,97.5,,,中浦和,7,,False,0
b-1318040004420,新築一戸建て,https://www.homes.co.jp/kodate/b-1318040004420/,37,5290.0,55.04,106.08,,,朝霞,14,,False,0
b-35005310001889,土地,https://www.homes.co.jp/tochi/b-35005310001889/,34,5300.0,98.23,,50,100.0,練馬高野台,12,,False,0
b-1265020004300,新築一戸建て,https://www.homes.co.jp/kodate/b-1265020004300/,31,5380.0,106.48,84.46,,,保谷,8,,False,0
b-89280012672,新築一戸建て,https://www.homes.co.jp/kodate/b-89280012672/,36,5390.0,85.14,119.81,,,清瀬,6,,False,0
b-88550014581,新築一戸建て,https://www.homes.co.jp/kodate/b-88550014581/,36,5390.0,119.69,97.11,,,東久留米,8,,False,0
b-17074110000055,新築一戸建て,https://www.homes.co.jp/kodate/b-17074110000055/,33,5398.0,60.2,100.81,60,200.0,朝霞台,7,,False,0
b-1448700000052,土地,https://www.homes.co.jp/tochi/b-1448700000052/,32,5400.0,138.89,,40,80.0,保谷,9,,False,0
b-1205950000572,土地,https://www.homes.co.jp/tochi/b-1205950000572/,28,5450.0,100.02,,60,200.0,和光市,7,,False,0
b-17062460000118,新築一戸建て,https://www.homes.co.jp/kodate/b-17062460000118/,37,5480.0,73.03,107.51,60,200.0,下赤塚,15,,False,0
b-17063840000054,土地,https://www.homes.co.jp/tochi/b-17063840000054/,25,5480.0,139.68,,50,100.0,富士見台,5,,False,0
b-17074750000066,新築一戸建て,https://www.homes.co.jp/kodate/b-17074750000066/,37,5480.0,136.14,99.63,60,,志木,9,,False,0
b-1318040004343,新築一戸建て,https://www.homes.co.jp/kodate/b-1318040004343/,37,5480.0,77.46,107.51,,,下赤塚,15,,False,0
b-1251430001009,中古一戸建て,https://www.homes.co.jp/kodate/b-1251430001009/,36,5480.0,96.33,97.71,,,戸田,12,4.0,False,0
b-90590000037,中古一戸建て,https://www.homes.co.jp/kodate/b-90590000037/,29,5480.0,100.0,94.9,,,戸田,5,9.0,False,0
b-1222400003518,土地,https://www.homes.co.jp/tochi/b-1222400003518/,27,5480.0,139.68,,50,100.0,練馬高野台,5,,False,0
b-1024880004999,土地,https://www.homes.co.jp/tochi/b-1024880004999/,32,5480.0,110.0,,50,100.0,保谷,9,,False,0
b-1197230006366,土地,https://www.homes.co.jp/tochi/b-1197230006366/,25,5480.0,60.42,,60,160.0,志茂,10,,False,0
b-1412500000307,土地,https://www.homes.co.jp/tochi/b-1412500000307/,26,5480.0,114.89,,60,150.0,新江古田,11,,False,0
b-1278120007424,中古一戸建て,https://www.homes.co.jp/kodate/b-1278120007424/,36,5490.0,78.88,76.18,,,井荻,11,4.0,False,0
b-1193620001282,中古一戸建て,https://www.homes.co.jp/kodate/b-1193620001282/,40,5500.0,39.55,63.95,,,勝どき,3,79.0,False,0
b-1352780000015,土地,https://www.homes.co.jp/tochi/b-1352780000015/,28,5550.0,86.0,,60,300.0,板橋区役所前,8,,False,0
b-1178370000797,土地,https://www.homes.co.jp/tochi/b-1178370000797/,23,5568.0,115.1,,50,100.0,ときわ台,5,,False,0
b-17074750000060,新築一戸建て,https://www.homes.co.jp/kodate/b-17074750000060/,26,5580.0,54.04,85.43,60,200.0,赤羽,11,,False,0
b-17007910000313,新築一戸建て,https://www.homes.co.jp/kodate/b-17007910000313/,29,5880.0,47.1,71.55,60,150.0,赤羽,14,,False,0
b-17015150003103,新築一戸建て,https://www.homes.co.jp/kodate/b-17015150003103/,32,5580.0,106.41,85.86,50,100.0,保谷,9,,False,0
b-17020970014466,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970014466/,29,5580.0,62.26,85.59,60,196.0,中板橋,14,,False,0
b-1421770002777,新築一戸建て,https://www.homes.co.jp/kodate/b-1421770002777/,26,5580.0,54.04,87.66,,,赤羽岩淵,4,,False,0
b-1198450008441,新築一戸建て,https://www.homes.co.jp/kodate/b-1198450008441/,36,5580.0,90.31,78.35,,,大泉学園,15,,False,0
b-1358070000148,中古一戸建て,https://www.homes.co.jp/kodate/b-1358070000148/,36,5580.0,88.01,90.6,,,武蔵浦和,7,2.0,False,0
b-1080060004188,新築一戸建て,https://www.homes.co.jp/kodate/b-1080060004188/,36,5580.0,99.63,110.16,,,戸田公園,14,,False,0
b-1421770004151,新築一戸建て,https://www.homes.co.jp/kodate/b-1421770004151/,35,5590.0,110.68,88.39,,,東久留米,7,,False,0
b-1231900022919,中古一戸建て,https://www.homes.co.jp/kodate/b-1231900022919/,21,5600.0,39.6,59.35,,,東新宿,7,31.0,True,0
b-17010620000116,土地,https://www.homes.co.jp/tochi/b-17010620000116/,26,5630.0,106.02,,50,100.0,練馬,11,,False,0
b-1445390000540,土地,https://www.homes.co.jp/tochi/b-1445390000540/,26,5630.0,105.24,,50,100.0,練馬,11,,False,0
b-1040260008489,新築一戸建て,https://www.homes.co.jp/kodate/b-1040260008489/,33,5640.0,62.16,101.63,,,朝霞台,7,,False,0
b-17000120000425,新築一戸建て,https://www.homes.co.jp/kodate/b-17000120000425/,30,5648.0,100.04,75.49,40,80.0,成増,12,,False,0
b-1252620008725,中古一戸建て,https://www.homes.co.jp/kodate/b-1252620008725/,17,5660.0,24.59,56.56,,,西日暮里,3,34.0,False,0
b-1458870000027,土地,https://www.homes.co.jp/tochi/b-1458870000027/,23,5670.0,70.15,,70,160.0,地下鉄赤塚,5,,False,0
b-17007910000317,新築一戸建て,https://www.homes.co.jp/kodate/b-17007910000317/,27,5880.0,53.21,98.2,60,200.0,北赤羽,10,,False,0
b-17017120000334,新築一戸建て,https://www.homes.co.jp/kodate/b-17017120000334/,28,5680.0,101.02,91.12,60,200.0,保谷,5,,False,0
b-17037180000268,新築一戸建て,https://www.homes.co.jp/kodate/b-17037180000268/,28,5680.0,90.05,91.12,60,200.0,保谷,5,,False,0
b-17020970014288,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970014288/,29,5680.0,101.02,91.12,60,160.0,保谷,6,,False,0
b-1242100006857,新築一戸建て,https://www.homes.co.jp/kodate/b-1242100006857/,39,5680.0,38.28,64.63,,,下神明,8,,False,0
b-1391690000284,新築一戸建て,https://www.homes.co.jp/kodate/b-1391690000284/,35,5680.0,94.1,96.74,,,下赤塚,13,,False,0
b-1278120007421,新築一戸建て,https://www.homes.co.jp/kodate/b-1278120007421/,28,5680.0,101.02,96.0,,,保谷,5,,False,0
b-1259990001286,中古一戸建て,https://www.homes.co.jp/kodate/b-1259990001286/,29,5680.0,57.82,87.02,,,赤羽岩淵,6,7.0,False,0
b-1421770002900,中古一戸建て,https://www.homes.co.jp/kodate/b-1421770002900/,38,5680.0,107.56,106.53,,,ひばりヶ丘,15,17.0,False,0
b-1219650010992,土地,https://www.homes.co.jp/tochi/b-1219650010992/,24,5680.0,80.5,,60,160.0,練馬,9,,False,0
b-1373850000541,土地,https://www.homes.co.jp/tochi/b-1373850000541/,22,5690.0,104.1,,50,100.0,桜台,7,,False,0
b-17074110000063,新築一戸建て,https://www.homes.co.jp/kodate/b-17074110000063/,34,5698.0,52.8,96.14,60,200.0,和光市,13,,False,0
b-1040260008540,新築一戸建て,https://www.homes.co.jp/kodate/b-1040260008540/,35,5698.0,52.82,96.14,,,和光市,14,,False,0
b-17003640000329,新築一戸建て,https://www.homes.co.jp/kodate/b-17003640000329/,31,5730.0,118.01,93.98,40,80.0,ひばりケ丘,8,,False,0
b-17017120000335,新築一戸建て,https://www.homes.co.jp/kodate/b-17017120000335/,31,5730.0,118.01,93.98,40,80.0,ひばりヶ丘,8,,False,0
b-1000980063446,中古一戸建て,https://www.homes.co.jp/kodate/b-1000980063446/,31,5730.0,135.41,181.75,,,東久留米,3,28.0,False,0
b-17020970015053,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970015053/,25,5780.0,63.51,78.36,60,80.0,上板橋,5,,False,0
b-17074750000057,土地,https://www.homes.co.jp/tochi/b-17074750000057/,29,5780.0,62.5,,80,200.0,白山,6,,False,0
b-1318030005719,中古一戸建て,https://www.homes.co.jp/kodate/b-1318030005719/,16,5780.0,42.91,72.41,,,雑司が谷,6,8.0,False,0
b-88120000581,新築一戸建て,https://www.homes.co.jp/kodate/b-88120000581/,28,5780.0,103.64,91.12,,,保谷,5,,False,0
b-1078830008984,新築一戸建て,https://www.homes.co.jp/kodate/b-1078830008984/,36,5780.0,71.0,99.56,,,南与野,3,,False,0
b-1040260008509,新築一戸建て,https://www.homes.co.jp/kodate/b-1040260008509/,30,5780.0,77.62,95.57,,,成増,12,,False,0
b-14300018122,中古一戸建て,https://www.homes.co.jp/kodate/b-14300018122/,20,5780.0,42.0,67.1,,,庚申塚,7,13.0,False,0
b-1445390000059,中古一戸建て,https://www.homes.co.jp/kodate/b-1445390000059/,22,5780.0,71.81,91.9,,,ときわ台,4,23.0,False,0
b-1370090000233,中古一戸建て,https://www.homes.co.jp/kodate/b-1370090000233/,21,5780.0,71.81,91.9,,,ときわ台,3,23.0,False,0
b-1259990001233,土地,https://www.homes.co.jp/tochi/b-1259990001233/,29,5780.0,62.5,,90,240.0,白山,6,,False,0
b-17072720000014,新築一戸建て,https://www.homes.co.jp/kodate/b-17072720000014/,29,5790.0,65.01,108.42,60,200.0,赤羽岩淵,8,,False,0
b-17059430001870,新築一戸建て,https://www.homes.co.jp/kodate/b-17059430001870/,29,5790.0,65.01,108.42,60,200.0,赤羽,14,,False,0
b-17076380000120,新築一戸建て,https://www.homes.co.jp/kodate/b-17076380000120/,39,5790.0,122.55,114.89,50,100.0,清瀬,9,,False,0
b-17063820000121,中古一戸建て,https://www.homes.co.jp/kodate/b-17063820000121/,39,5790.0,122.55,114.89,50,100.0,清瀬,9,,False,0
b-1193340007923,新築一戸建て,https://www.homes.co.jp/kodate/b-1193340007923/,36,5790.0,65.01,108.42,,,赤羽岩淵,8,,False,0
b-1358110001468,新築一戸建て,https://www.homes.co.jp/kodate/b-1358110001468/,29,5790.0,58.88,106.59,,,北戸田,3,,False,0
b-1010870033217,新築一戸建て,https://www.homes.co.jp/kodate/b-1010870033217/,39,5790.0,122.55,114.89,,,清瀬,9,,False,0
b-1243260007903,中古一戸建て,https://www.homes.co.jp/kodate/b-1243260007903/,28,5800.0,60.34,103.53,,,上板橋,8,5.0,False,0
b-1173850010059,中古一戸建て,https://www.homes.co.jp/kodate/b-1173850010059/,14,5800.0,51.39,62.4,,,高田馬場,7,42.0,False,0
b-1388540004625,中古一戸建て,https://www.homes.co.jp/kodate/b-1388540004625/,13,5850.0,47.85,99.99,,,板橋,3,17.0,False,0
b-1193340008041,中古一戸建て,https://www.homes.co.jp/kodate/b-1193340008041/,13,5850.0,47.85,96.75,,,板橋,3,17.0,False,0
b-1193340008046,土地,https://www.homes.co.jp/tochi/b-1193340008046/,11,5850.0,58.53,,80,300.0,椎名町,2,,False,0
b-1318030005732,中古一戸建て,https://www.homes.co.jp/kodate/b-1318030005732/,12,5880.0,31.88,61.56,,,池袋,12,5.0,False,0
b-1445460000082,新築一戸建て,https://www.homes.co.jp/kodate/b-1445460000082/,20,5880.0,54.46,85.69,,,北赤羽,3,,False,0
b-1448700000025,新築一戸建て,https://www.homes.co.jp/kodate/b-1448700000025/,29,5880.0,102.55,81.99,,,ひばりヶ丘,6,,False,0
b-1010870033000,土地,https://www.homes.co.jp/tochi/b-1010870033000/,38,5880.0,138.5,,80,200.0,ひばりヶ丘,15,,False,0
b-1224970000248,土地,https://www.homes.co.jp/tochi/b-1224970000248/,31,5880.0,96.67,,60,200160.0,ときわ台,13,,False,0
b-1446370000222,土地,https://www.homes.co.jp/tochi/b-1446370000222/,17,5880.0,61.83,,60,150.0,高田馬場,10,,False,0
b-1358110001467,新築一戸建て,https://www.homes.co.jp/kodate/b-1358110001467/,29,5890.0,58.88,105.35,,,北戸田,3,,False,0
b-37091310000158,新築一戸建て,https://www.homes.co.jp/kodate/b-37091310000158/,39,5890.0,100.1,97.63,,,志木,11,,False,0
b-1331950010943,新築一戸建て,https://www.homes.co.jp/kodate/b-1331950010943/,22,5898.0,80.13,80.11,,,平和台,6,,False,0
b-17020970014876,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970014876/,21,5980.0,63.4,88.26,60,300.0,新板橋,6,,False,0
b-17020970014204,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970014204/,39,5980.0,109.83,97.53,60,160.0,武蔵浦和,10,,False,0
b-17077110000042,土地,https://www.homes.co.jp/tochi/b-17077110000042/,35,5980.0,148.86,,50,100.0,保谷,12,,False,0
b-17020970012296,土地,https://www.homes.co.jp/tochi/b-17020970012296/,25,5980.0,114.67,,50,100.0,富士見台,5,,False,0
b-90470000025,新築一戸建て,https://www.homes.co.jp/kodate/b-90470000025/,13,5980.0,50.42,80.05,,,要町,5,,False,0
b-1421770004099,新築一戸建て,https://www.homes.co.jp/kodate/b-1421770004099/,28,5980.0,59.49,99.32,,,赤羽岩淵,3,,False,0
b-1390880002436,新築一戸建て,https://www.homes.co.jp/kodate/b-1390880002436/,39,5980.0,109.83,97.53,,,武蔵浦和,10,,False,0
b-1231900022852,中古一戸建て,https://www.homes.co.jp/kodate/b-1231900022852/,25,5980.0,50.13,80.17,,,若松河田,5,14.0,False,0
b-39030740000413,中古一戸建て,https://www.homes.co.jp/kodate/b-39030740000413/,25,5980.0,59.08,104.16,,,上板橋,5,21.0,False,0
b-1421550000016,中古一戸建て,https://www.homes.co.jp/kodate/b-1421550000016/,15,5980.0,45.31,71.93,,,椎名町,6,20.0,False,0
b-1175550010506,新築一戸建て,https://www.homes.co.jp/kodate/b-1175550010506/,39,5980.0,111.5,102.56,,,鶴瀬,4,,False,0
b-1318030005759,中古一戸建て,https://www.homes.co.jp/kodate/b-1318030005759/,19,5980.0,66.18,89.5,,,北池袋,9,25.0,False,0
b-88530012643,中古一戸建て,https://www.homes.co.jp/kodate/b-88530012643/,33,5980.0,108.81,86.42,,,所沢,3,18.0,False,0
b-1331680000088,中古一戸建て,https://www.homes.co.jp/kodate/b-1331680000088/,29,5980.0,83.29,159.76,,,大泉学園,8,27.0,False,0
b-1309740000435,中古一戸建て,https://www.homes.co.jp/kodate/b-1309740000435/,30,5980.0,172.16,151.73,,,朝霞,7,22.0,False,0
