id,type,href,ike_dist,price,land_area,house_area,BCR,FAR,nearest_station,station_dist,age,can_not_be_rebuilt,affordable
b-1074240050230,中古一戸建て,https://www.homes.co.jp/kodate/b-1074240050230/,33,5980.0,119.8,115.86,,,石神井公園,15,33.0,False,0
b-35005460000586,土地,https://www.homes.co.jp/tochi/b-35005460000586/,16,5980.0,79.37,,60,160.0,椎名町,7,,False,0
b-1222100008314,土地,https://www.homes.co.jp/tochi/b-1222100008314/,35,5980.0,148.56,,50,100.0,保谷,12,,False,0
b-88120000563,土地,https://www.homes.co.jp/tochi/b-88120000563/,27,5980.0,153.83,,50,100.0,ひばりヶ丘,4,,False,0
b-1292750000798,土地,https://www.homes.co.jp/tochi/b-1292750000798/,15,5980.0,66.44,,60,300.0,高田馬場,8,,False,0
b-17062460000119,新築一戸建て,https://www.homes.co.jp/kodate/b-17062460000119/,32,5990.0,122.01,96.25,40,80.0,成増,14,,False,0
b-1194040218433,新築一戸建て,https://www.homes.co.jp/kodate/b-1194040218433/,29,5990.0,65.01,108.42,,,赤羽,14,,False,0
b-1191550004705,新築一戸建て,https://www.homes.co.jp/kodate/b-1191550004705/,32,5990.0,122.01,96.25,,,成増,14,,False,0
b-1267560001116,新築一戸建て,https://www.homes.co.jp/kodate/b-1267560001116/,31,5990.0,105.03,86.94,,,地下鉄赤塚,13,,False,0
b-89280012582,新築一戸建て,https://www.homes.co.jp/kodate/b-89280012582/,39,5990.0,156.95,111.51,,,清瀬,9,,False,0
b-1080060004171,土地,https://www.homes.co.jp/tochi/b-1080060004171/,20,6080.0,81.08,,50,150.0,氷川台,6,,False,0
b-1000980062867,新築一戸建て,https://www.homes.co.jp/kodate/b-1000980062867/,33,6090.0,101.37,85.7,,,中村橋,14,,False,0
b-1229390001961,新築一戸建て,https://www.homes.co.jp/kodate/b-1229390001961/,30,6090.0,88.07,93.15,,,石神井公園,12,,False,0
b-1265020004175,新築一戸建て,https://www.homes.co.jp/kodate/b-1265020004175/,29,6090.0,88.07,93.15,,,石神井公園,11,,False,0
b-1337010000509,土地,https://www.homes.co.jp/tochi/b-1337010000509/,32,6130.0,45.2,,60,200160.0,中目黒,9,,False,0
b-17019050000409,新築一戸建て,https://www.homes.co.jp/kodate/b-17019050000409/,30,6150.0,80.01,79.48,50,100.0,大泉学園,9,,False,0
b-1278120007286,新築一戸建て,https://www.homes.co.jp/kodate/b-1278120007286/,30,6150.0,80.01,79.48,,,大泉学園,9,,False,0
b-1222100008312,新築一戸建て,https://www.homes.co.jp/kodate/b-1222100008312/,30,6150.0,80.01,79.48,,,上石神井,5,,False,0
b-17008270000069,新築一戸建て,https://www.homes.co.jp/kodate/b-17008270000069/,31,6155.0,153.78,107.38,,,西武バス,5,,False,0
b-17020970014040,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970014040/,26,6180.0,65.32,91.59,60,80.0,板橋本町,8,,False,0
b-17001580000260,新築一戸建て,https://www.homes.co.jp/kodate/b-17001580000260/,35,6180.0,82.04,84.66,60,160.0,東武練馬,13,,False,0
b-17020970014031,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970014031/,25,6180.0,60.97,81.51,60,150.0,赤羽,10,,False,0
b-17019050000399,新築一戸建て,https://www.homes.co.jp/kodate/b-17019050000399/,32,6180.0,89.24,90.46,50,60.0,大泉学園,11,,False,0
b-1421770003972,新築一戸建て,https://www.homes.co.jp/kodate/b-1421770003972/,15,6180.0,39.18,63.38,,,下落合,7,,False,0
b-1437370000023,新築一戸建て,https://www.homes.co.jp/kodate/b-1437370000023/,24,6180.0,41.45,86.84,,,桜台,9,,False,0
b-37091310000188,新築一戸建て,https://www.homes.co.jp/kodate/b-37091310000188/,35,6180.0,82.04,84.66,,,東武練馬,13,,False,0
b-1222100008286,新築一戸建て,https://www.homes.co.jp/kodate/b-1222100008286/,32,6180.0,89.24,90.46,,,上石神井,6,,False,0
b-1443180000007,中古一戸建て,https://www.homes.co.jp/kodate/b-1443180000007/,21,6180.0,56.02,81.86,,,田端,9,18.0,False,0
b-17054720000728,新築一戸建て,https://www.homes.co.jp/kodate/b-17054720000728/,32,6190.0,122.01,96.25,40,80.0,成増,14,,False,0
b-1364890000136,中古テラスハウス,https://www.homes.co.jp/kodate/b-1364890000136/,20,6190.0,304.91,71.05,,,西巣鴨,7,3.0,False,0
b-1193340008039,土地,https://www.homes.co.jp/tochi/b-1193340008039/,23,6190.0,83.0,,60,300.0,ときわ台,7,,False,0
b-1161840068270,土地,https://www.homes.co.jp/tochi/b-1161840068270/,33,6200.0,195.02,,60,200.0,戸田,9,,False,0
b-1013420028157,土地,https://www.homes.co.jp/tochi/b-1013420028157/,20,6250.0,110.87,,60,150.0,桜台,5,,False,0
b-1423180000095,土地,https://www.homes.co.jp/tochi/b-1423180000095/,16,6250.0,39.77,,60,160.0,護国寺,6,,False,0
b-17074750000063,新築一戸建て,https://www.homes.co.jp/kodate/b-17074750000063/,27,6280.0,60.07,105.7,60,160.0,小竹向原,15,,False,0
b-17020970014098,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970014098/,25,6280.0,53.77,92.77,60,160.0,小竹向原,13,,False,0
b-1262370001248,新築一戸建て,https://www.homes.co.jp/kodate/b-1262370001248/,28,6280.0,46.88,113.9,,,三河島,1,,False,0
b-1231900022924,中古一戸建て,https://www.homes.co.jp/kodate/b-1231900022924/,19,6280.0,59.36,71.13,,,大久保,7,19.0,False,0
b-1243260007897,土地,https://www.homes.co.jp/tochi/b-1243260007897/,23,6280.0,46.4,,80,300.0,春日,9,,False,0
b-17066580000266,新築一戸建て,https://www.homes.co.jp/kodate/b-17066580000266/,38,6290.0,94.53,103.71,60,200.0,所沢,8,,False,0
b-9500061584,新築一戸建て,https://www.homes.co.jp/kodate/b-9500061584/,38,6290.0,94.53,103.71,,,所沢,8,,False,0
b-1243260007881,中古一戸建て,https://www.homes.co.jp/kodate/b-1243260007881/,27,6290.0,122.14,152.91,,,小台,5,30.0,False,0
b-35005460000609,中古一戸建て,https://www.homes.co.jp/kodate/b-35005460000609/,27,6290.0,90.32,152.91,,,小台,5,30.0,False,0
b-1193340008076,中古一戸建て,https://www.homes.co.jp/kodate/b-1193340008076/,16,6350.0,50.87,78.85,,,向原,5,28.0,False,0
b-1013420028152,土地,https://www.homes.co.jp/tochi/b-1013420028152/,20,6350.0,124.22,,60,150.0,桜台,5,,False,0
b-17059470000802,新築一戸建て,https://www.homes.co.jp/kodate/b-17059470000802/,29,6380.0,80.59,80.32,,,練馬高野台,7,,False,0
b-17063820000128,新築一戸建て,https://www.homes.co.jp/kodate/b-17063820000128/,29,6380.0,80.59,80.32,50,100.0,練馬高野台,7,,False,0
b-17019050000405,新築一戸建て,https://www.homes.co.jp/kodate/b-17019050000405/,28,6380.0,85.81,81.8,50,100.0,地下鉄赤塚,11,,False,0
b-17066580000241,新築一戸建て,https://www.homes.co.jp/kodate/b-17066580000241/,37,6380.0,106.92,119.23,60,,所沢,7,,False,0
b-17060590000327,新築一戸建て,https://www.homes.co.jp/kodate/b-17060590000327/,37,6380.0,105.62,114.27,60,200.0,所沢,7,,False,0
b-17077260000470,新築一戸建て,https://www.homes.co.jp/kodate/b-17077260000470/,37,6380.0,106.92,119.23,60,160.0,所沢,7,,False,0
b-1080060003936,新築一戸建て,https://www.homes.co.jp/kodate/b-1080060003936/,26,6380.0,96.73,90.97,,,桜台,12,,False,0
b-1426650000022,新築一戸建て,https://www.homes.co.jp/kodate/b-1426650000022/,24,6380.0,60.2,99.02,,,東十条,6,,False,0
b-1318040004408,新築一戸建て,https://www.homes.co.jp/kodate/b-1318040004408/,28,6380.0,85.81,81.8,,,地下鉄赤塚,11,,False,0
b-1359690005243,新築一戸建て,https://www.homes.co.jp/kodate/b-1359690005243/,37,6380.0,106.92,119.23,,,所沢,7,,False,0
b-1370100004635,新築一戸建て,https://www.homes.co.jp/kodate/b-1370100004635/,32,6440.0,100.0,103.92,,,北戸田,6,,False,0
b-1169130021051,土地,https://www.homes.co.jp/tochi/b-1169130021051/,25,6450.0,28.69,,80,800.0,秋葉原,2,,False,0
b-1271630001434,中古一戸建て,https://www.homes.co.jp/kodate/b-1271630001434/,34,6470.0,89.88,160.02,,,朝霞台,8,32.0,False,0
b-17054540001012,新築一戸建て,https://www.homes.co.jp/kodate/b-17054540001012/,35,6480.0,94.1,95.23,60,200.0,上板橋,15,,False,0
b-1421770002980,中古一戸建て,https://www.homes.co.jp/kodate/b-1421770002980/,20,6480.0,62.75,62.75,,,下落合,5,2.0,False,0
b-1408940000154,中古一戸建て,https://www.homes.co.jp/kodate/b-1408940000154/,21,6480.0,62.75,65.8,,,下落合,5,2.0,False,0
b-1388540004352,中古一戸建て,https://www.homes.co.jp/kodate/b-1388540004352/,20,6480.0,62.75,62.8,,,下落合,5,2.0,False,0
b-1252630008057,新築一戸建て,https://www.homes.co.jp/kodate/b-1252630008057/,10,6480.0,49.42,58.1,,,要町,6,,False,0
b-1245150000851,新築一戸建て,https://www.homes.co.jp/kodate/b-1245150000851/,29,6480.0,55.35,100.23,,,日暮里舎人ライナー赤土小学校前,4,,False,0
b-1231900022898,中古一戸建て,https://www.homes.co.jp/kodate/b-1231900022898/,17,6480.0,57.41,70.22,,,西早稲田,5,12.0,False,0
b-1309740000399,中古一戸建て,https://www.homes.co.jp/kodate/b-1309740000399/,29,6480.0,64.69,100.44,,,ときわ台,11,2.0,False,0
b-35005460000599,中古一戸建て,https://www.homes.co.jp/kodate/b-35005460000599/,21,6480.0,81.44,103.49,,,大山,8,15.0,False,0
b-1214390000272,中古一戸建て,https://www.homes.co.jp/kodate/b-1214390000272/,36,6480.0,66.11,61.26,,,自由が丘,9,40.0,False,0
b-87130011157,土地,https://www.homes.co.jp/tochi/b-87130011157/,13,6480.0,64.82,,60,300.0,東池袋,5,,False,0
b-1400020002180,土地,https://www.homes.co.jp/tochi/b-1400020002180/,40,6480.0,64.23,,60,200.0,学芸大学,11,,False,0
b-1073170001886,土地,https://www.homes.co.jp/tochi/b-1073170001886/,28,6480.0,122.32,,50,100.0,地下鉄赤塚,10,,False,0
b-1446370000128,土地,https://www.homes.co.jp/tochi/b-1446370000128/,19,6480.0,62.75,,60,150.0,下落合,5,,False,0
b-1169130020982,土地,https://www.homes.co.jp/tochi/b-1169130020982/,17,6480.0,57.41,,60,300.0,西早稲田,5,,False,0
b-1265020004376,新築一戸建て,https://www.homes.co.jp/kodate/b-1265020004376/,28,6490.0,86.38,87.93,,,石神井公園,10,,False,0
b-1169130017571,中古一戸建て,https://www.homes.co.jp/kodate/b-1169130017571/,17,6490.0,61.55,83.01,,,新大久保,8,19.0,False,0
b-1222100007788,中古一戸建て,https://www.homes.co.jp/kodate/b-1222100007788/,29,6490.0,83.29,159.76,,,成増,4,27.0,False,0
b-17077110000036,新築一戸建て,https://www.homes.co.jp/kodate/b-17077110000036/,27,6498.0,86.66,96.24,80,240.0,富士見台,7,,False,0
b-1080060004225,新築一戸建て,https://www.homes.co.jp/kodate/b-1080060004225/,27,6498.0,86.66,96.24,,,富士見台,7,,False,0
b-1267650017443,中古一戸建て,https://www.homes.co.jp/kodate/b-1267650017443/,29,6500.0,50.79,86.01,,,日暮里舎人ライナー赤土小学校前,2,4.0,False,0
b-1013420028161,土地,https://www.homes.co.jp/tochi/b-1013420028161/,20,6550.0,92.61,,60,150.0,桜台,5,,False,0
b-1080060004366,土地,https://www.homes.co.jp/tochi/b-1080060004366/,20,6550.0,92.13,,60,150.0,桜台,5,,False,0
b-1373820000467,新築一戸建て,https://www.homes.co.jp/kodate/b-1373820000467/,14,6580.0,48.73,80.23,,,北池袋,4,,False,0
b-1358090006116,中古一戸建て,https://www.homes.co.jp/kodate/b-1358090006116/,15,6580.0,52.67,74.56,,,新大久保,6,20.0,False,0
b-37091310000115,新築一戸建て,https://www.homes.co.jp/kodate/b-37091310000115/,29,6580.0,66.92,92.43,,,中板橋,14,,False,0
b-35005460000587,中古一戸建て,https://www.homes.co.jp/kodate/b-35005460000587/,19,6580.0,62.76,86.26,,,ときわ台,1,16.0,False,0
b-1400020002223,土地,https://www.homes.co.jp/tochi/b-1400020002223/,23,6580.0,50.0,,60,300.0,田端,12,,False,0
b-1388540003186,中古一戸建て,https://www.homes.co.jp/kodate/b-1388540003186/,26,6600.0,194.51,107.39,,,小竹向原,14,60.0,False,0
b-1388540003185,土地,https://www.homes.co.jp/tochi/b-1388540003185/,26,6600.0,194.51,,60,200.0,小竹向原,14,,False,0
b-1170260010582,新築一戸建て,https://www.homes.co.jp/kodate/b-1170260010582/,30,6650.0,46.89,91.21,,,志茂,10,,False,0
b-8410106628,中古一戸建て,https://www.homes.co.jp/kodate/b-8410106628/,30,6650.0,46.89,91.21,,,志茂,10,1.0,False,0
b-17020970015109,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970015109/,18,6680.0,40.66,66.03,60,160.0,護国寺,8,,False,0
b-17074750000064,新築一戸建て,https://www.homes.co.jp/kodate/b-17074750000064/,32,6680.0,100.84,104.13,50,100.0,下赤塚,16,,False,0
b-1219650010965,新築一戸建て,https://www.homes.co.jp/kodate/b-1219650010965/,32,6680.0,100.84,98.34,,,地下鉄赤塚,14,,False,0
b-1310050000758,土地,https://www.homes.co.jp/tochi/b-1310050000758/,8,6680.0,50.57,,60,160.0,池袋,8,,False,0
b-1170260010689,土地,https://www.homes.co.jp/tochi/b-1170260010689/,14,6680.0,71.67,,60,160.0,十条,2,,False,0
b-1193340008069,土地,https://www.homes.co.jp/tochi/b-1193340008069/,14,6680.0,71.67,,60,300.0,十条,2,,False,0
b-1243260007923,土地,https://www.homes.co.jp/tochi/b-1243260007923/,14,6680.0,70.67,,60,300.0,十条,2,,False,0
b-1219650011011,新築一戸建て,https://www.homes.co.jp/kodate/b-1219650011011/,31,6690.0,79.99,107.1,,,石神井公園,13,,False,0
b-1206630001570,土地,https://www.homes.co.jp/tochi/b-1206630001570/,31,6699.5,68.32,,80,240.0,浅草橋,3,,False,0
b-35005310001891,中古一戸建て,https://www.homes.co.jp/kodate/b-35005310001891/,33,6700.0,186.2,99.46,,,保谷,10,2.0,False,0
b-1080060004367,土地,https://www.homes.co.jp/tochi/b-1080060004367/,20,6750.0,92.92,,60,150.0,桜台,5,,False,0
b-17020970015077,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970015077/,30,6780.0,66.46,112.34,60,160.0,上板橋,10,,False,0
b-17020970013482,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970013482/,16,6780.0,61.23,103.4,60,160.0,千川,6,,False,0
b-17059430001880,新築一戸建て,https://www.homes.co.jp/kodate/b-17059430001880/,32,6780.0,115.92,92.34,40,80.0,下井草,10,,False,0
b-17054720000727,新築一戸建て,https://www.homes.co.jp/kodate/b-17054720000727/,27,6780.0,68.89,103.91,80,160.0,下赤塚,8,,False,0
b-17059430001771,新築一戸建て,https://www.homes.co.jp/kodate/b-17059430001771/,29,6780.0,67.7,11.36,60,150.0,赤羽,14,,False,0
b-1379290000887,新築一戸建て,https://www.homes.co.jp/kodate/b-1379290000887/,19,6780.0,51.77,86.58,,,駒込,9,,False,0
b-1379290001093,新築一戸建て,https://www.homes.co.jp/kodate/b-1379290001093/,34,6780.0,115.92,92.34,,,下井草,10,,False,0
b-1421770004190,新築一戸建て,https://www.homes.co.jp/kodate/b-1421770004190/,26,6780.0,67.7,111.36,,,東十条,13,,False,0
b-1318040004422,新築一戸建て,https://www.homes.co.jp/kodate/b-1318040004422/,27,6780.0,68.89,103.91,,,下赤塚,8,,False,0
b-88120000583,新築一戸建て,https://www.homes.co.jp/kodate/b-88120000583/,28,6780.0,107.47,96.12,,,石神井公園,10,,False,0
b-90470000003,新築一戸建て,https://www.homes.co.jp/kodate/b-90470000003/,32,6780.0,60.24,67.72,,,目黒,9,,False,0
b-1309740000437,中古一戸建て,https://www.homes.co.jp/kodate/b-1309740000437/,30,6780.0,111.97,109.43,,,地下鉄赤塚,13,22.0,False,0
b-1243260007932,土地,https://www.homes.co.jp/tochi/b-1243260007932/,19,6780.0,83.27,,60,200.0,小竹向原,7,,False,0
b-1445460000055,土地,https://www.homes.co.jp/tochi/b-1445460000055/,21,6780.0,100.29,,50,100.0,桜台,6,,False,0
b-1277580000197,新築一戸建て,https://www.homes.co.jp/kodate/b-1277580000197/,19,6790.0,64.68,110.72,,,板橋,4,,False,0
b-1382440000206,土地,https://www.homes.co.jp/tochi/b-1382440000206/,20,6850.0,93.12,,60,150.0,桜台,5,,False,0
b-1013420028162,土地,https://www.homes.co.jp/tochi/b-1013420028162/,20,6850.0,92.57,,60,150.0,桜台,5,,False,0
b-1080060004368,土地,https://www.homes.co.jp/tochi/b-1080060004368/,20,6850.0,82.57,,60,150.0,桜台,5,,False,0
b-17059430001841,新築一戸建て,https://www.homes.co.jp/kodate/b-17059430001841/,20,6880.0,44.53,87.93,80,600.0,西巣鴨,3,,False,0
b-17037180000266,新築一戸建て,https://www.homes.co.jp/kodate/b-17037180000266/,28,6880.0,87.75,85.08,50,100.0,大泉学園,7,,False,0
b-1193340007970,新築一戸建て,https://www.homes.co.jp/kodate/b-1193340007970/,22,6880.0,44.53,87.93,,,西巣鴨,2,,False,0
b-1198450008423,新築一戸建て,https://www.homes.co.jp/kodate/b-1198450008423/,28,6880.0,87.75,85.08,,,大泉学園,7,,False,0
b-1400020002224,土地,https://www.homes.co.jp/tochi/b-1400020002224/,23,6880.0,50.0,,60,300.0,田端,12,,False,0
b-1331950010232,新築一戸建て,https://www.homes.co.jp/kodate/b-1331950010232/,31,6890.0,66.34,103.39,,,大泉学園,10,,False,0
b-1373850000542,土地,https://www.homes.co.jp/tochi/b-1373850000542/,22,6890.0,98.1,,50,100.0,桜台,7,,False,0
b-17054720000726,新築一戸建て,https://www.homes.co.jp/kodate/b-17054720000726/,22,6980.0,66.52,113.32,60,300.0,中板橋,7,,False,0
b-17059470000780,新築一戸建て,https://www.homes.co.jp/kodate/b-17059470000780/,30,6980.0,100.55,95.98,50,100.0,豊島園,8,,False,0
b-17001290000519,新築一戸建て,https://www.homes.co.jp/kodate/b-17001290000519/,39,6980.0,100.07,95.84,60,200.0,武蔵浦和,10,,False,0
b-90470000031,新築一戸建て,https://www.homes.co.jp/kodate/b-90470000031/,23,6980.0,43.85,75.51,,,早稲田,8,,False,0
b-1229390001938,中古一戸建て,https://www.homes.co.jp/kodate/b-1229390001938/,23,6980.0,47.14,84.87,,,東中野,9,15.0,False,0
b-1318030005699,新築一戸建て,https://www.homes.co.jp/kodate/b-1318030005699/,22,6980.0,66.52,113.32,,,中板橋,7,,False,0
b-1010870033274,新築一戸建て,https://www.homes.co.jp/kodate/b-1010870033274/,28,6980.0,87.02,85.08,,,大泉学園,7,,False,0
b-37091040001436,新築一戸建て,https://www.homes.co.jp/kodate/b-37091040001436/,39,6980.0,100.07,95.84,,,武蔵浦和,10,,False,0
b-1080060004298,新築一戸建て,https://www.homes.co.jp/kodate/b-1080060004298/,31,6980.0,132.54,101.72,,,成増,13,,False,0
b-1446370000118,中古一戸建て,https://www.homes.co.jp/kodate/b-1446370000118/,14,6980.0,52.67,74.56,,,新大久保,5,20.0,False,0
b-1265020004264,中古一戸建て,https://www.homes.co.jp/kodate/b-1265020004264/,25,6980.0,110.93,100.3,,,石神井公園,7,5.0,False,0
b-1443820000114,中古一戸建て,https://www.homes.co.jp/kodate/b-1443820000114/,27,6980.0,112.82,131.65,,,小竹向原,15,17.0,False,0
b-1090350000285,土地,https://www.homes.co.jp/tochi/b-1090350000285/,40,6980.0,72.24,,60,300.0,品川シーサイド,6,,False,0
b-1388540004359,土地,https://www.homes.co.jp/tochi/b-1388540004359/,29,6980.0,138.83,,50,100.0,練馬高野台,7,,False,0
b-1278120007165,土地,https://www.homes.co.jp/tochi/b-1278120007165/,28,6980.0,159.83,,50,100.0,練馬高野台,7,,False,0
b-1389720001297,土地,https://www.homes.co.jp/tochi/b-1389720001297/,27,6980.0,96.29,,60,200.0,氷川台,13,,False,0
b-1412500000287,土地,https://www.homes.co.jp/tochi/b-1412500000287/,19,6980.0,77.37,,60,200.0,下落合,7,,False,0
b-1193340008085,土地,https://www.homes.co.jp/tochi/b-1193340008085/,15,6980.0,50.15,,60,300.0,新大塚,6,,False,0
b-1400020002222,土地,https://www.homes.co.jp/tochi/b-1400020002222/,23,6980.0,50.84,,60,300.0,田端,12,,False,0
b-17005410000154,新築一戸建て,https://www.homes.co.jp/kodate/b-17005410000154/,34,6990.0,100.38,79.49,40,50.0,鷺ノ宮,12,,False,0
b-1219650011023,新築一戸建て,https://www.homes.co.jp/kodate/b-1219650011023/,34,6990.0,100.38,79.49,,,鷺ノ宮,12,,False,0
b-1379290001084,新築一戸建て,https://www.homes.co.jp/kodate/b-1379290001084/,24,6990.0,90.23,103.69,,,ときわ台,9,,False,0
b-1243510000597,中古一戸建て,https://www.homes.co.jp/kodate/b-1243510000597/,31,6990.0,32.11,112.53,,,入谷,4,32.0,False,0
b-1252630008045,中古一戸建て,https://www.homes.co.jp/kodate/b-1252630008045/,23,7000.0,62.99,100.1,,,赤羽,8,19.0,False,0
b-1267650011754,中古一戸建て,https://www.homes.co.jp/kodate/b-1267650011754/,25,7000.0,62.99,100.01,,,赤羽,10,19.0,False,0
b-1199420000410,新築一戸建て,https://www.homes.co.jp/kodate/b-1199420000410/,27,7080.0,92.26,91.93,,,練馬高野台,5,,False,0
b-1256480010296,新築一戸建て,https://www.homes.co.jp/kodate/b-1256480010296/,32,7180.0,100.55,95.98,,,豊島園,9,,False,0
b-1080060004237,新築一戸建て,https://www.homes.co.jp/kodate/b-1080060004237/,28,7180.0,75.77,111.93,,,石神井公園,10,,False,0
b-1103230001490,中古一戸建て,https://www.homes.co.jp/kodate/b-1103230001490/,13,7180.0,57.06,86.49,,,巣鴨新田,5,16.0,False,0
b-1445390000589,中古一戸建て,https://www.homes.co.jp/kodate/b-1445390000589/,15,7180.0,57.06,83.19,,,巣鴨新田,5,19.0,False,0
b-1388540004693,土地,https://www.homes.co.jp/tochi/b-1388540004693/,21,7180.0,161.61,,60,200.0,氷川台,7,,False,0
b-1318030005803,土地,https://www.homes.co.jp/tochi/b-1318030005803/,21,7180.0,161.61,,60,160.0,氷川台,7,,False,0
b-1169130020854,新築一戸建て,https://www.homes.co.jp/kodate/b-1169130020854/,20,7280.0,43.98,86.04,,,早稲田,6,,False,0
b-1222400003759,新築一戸建て,https://www.homes.co.jp/kodate/b-1222400003759/,26,7280.0,91.92,77.75,,,新江古田,9,,False,0
b-1143650000997,新築一戸建て,https://www.homes.co.jp/kodate/b-1143650000997/,26,7280.0,100.29,100.43,,,氷川台,12,,False,0
b-1288710000147,中古一戸建て,https://www.homes.co.jp/kodate/b-1288710000147/,12,7280.0,63.53,101.02,,,巣鴨新田,5,22.0,False,0
b-1421770003820,中古一戸建て,https://www.homes.co.jp/kodate/b-1421770003820/,15,7280.0,68.71,114.01,,,東長崎,4,26.0,False,0
b-1421770004006,新築一戸建て,https://www.homes.co.jp/kodate/b-1421770004006/,32,7290.0,99.43,99.17,,,大泉学園,11,,False,0
b-35503720000118,土地,https://www.homes.co.jp/tochi/b-35503720000118/,28,7300.0,146.06,,50,100.0,石神井公園,10,,False,0
b-1388540004591,中古一戸建て,https://www.homes.co.jp/kodate/b-1388540004591/,38,7380.0,51.03,80.55,,,大井町,5,19.0,False,0
b-88120000575,土地,https://www.homes.co.jp/tochi/b-88120000575/,27,7380.0,138.83,,50,100.0,石神井公園,9,,False,0
b-17063820000127,新築一戸建て,https://www.homes.co.jp/kodate/b-17063820000127/,23,7390.0,124.03,113.1,60,200.0,地下鉄赤塚,5,,False,0
b-1331950010575,新築一戸建て,https://www.homes.co.jp/kodate/b-1331950010575/,23,7390.0,124.03,113.1,,,地下鉄赤塚,5,,False,0
b-1265020004365,新築一戸建て,https://www.homes.co.jp/kodate/b-1265020004365/,24,7390.0,124.03,113.1,,,地下鉄赤塚,6,,False,0
b-17019050000347,新築一戸建て,https://www.homes.co.jp/kodate/b-17019050000347/,33,7480.0,82.07,111.37,60,200.0,中村橋,14,,False,0
b-17054540000983,新築一戸建て,https://www.homes.co.jp/kodate/b-17054540000983/,26,7480.0,95.85,100.04,60,200.0,小竹向原,14,,False,0
b-1404690000029,新築一戸建て,https://www.homes.co.jp/kodate/b-1404690000029/,22,7480.0,73.86,99.62,,,平和台,6,,False,0
b-1358070000287,中古一戸建て,https://www.homes.co.jp/kodate/b-1358070000287/,40,7480.0,121.06,121.06,,,北戸田,14,6.0,False,0
b-1398510000015,中古一戸建て,https://www.homes.co.jp/kodate/b-1398510000015/,40,7480.0,121.06,141.49,,,北戸田,14,6.0,False,0
b-1309740000424,中古一戸建て,https://www.homes.co.jp/kodate/b-1309740000424/,22,7480.0,100.02,97.7,,,平和台,6,23.0,False,0
b-17077110000046,新築一戸建て,https://www.homes.co.jp/kodate/b-17077110000046/,30,7490.0,96.47,104.95,60,100.0,石神井公園,12,,False,0
b-1000980064160,新築一戸建て,https://www.homes.co.jp/kodate/b-1000980064160/,30,7490.0,96.47,104.95,,,上石神井,10,,False,0
b-1440620000020,中古一戸建て,https://www.homes.co.jp/kodate/b-1440620000020/,33,7490.0,83.91,150.7,,,鷺ノ宮,10,25.0,False,0
b-1193340008030,新築一戸建て,https://www.homes.co.jp/kodate/b-1193340008030/,19,7495.0,75.94,115.35,,,十条,7,,False,0
b-17065540000013,新築一戸建て,https://www.homes.co.jp/kodate/b-17065540000013/,36,7580.0,41.1,80.92,80,500.0,新御徒町,6,,False,0
b-1265020004372,新築一戸建て,https://www.homes.co.jp/kodate/b-1265020004372/,20,7580.0,95.58,91.92,,,桜台,5,,False,0
b-1446370000233,土地,https://www.homes.co.jp/tochi/b-1446370000233/,15,7580.0,72.8,,60,200.0,下落合,7,,False,0
b-1325250000139,新築一戸建て,https://www.homes.co.jp/kodate/b-1325250000139/,30,7590.0,122.59,136.86,,,平和台,14,,False,0
b-1243260007764,新築一戸建て,https://www.homes.co.jp/kodate/b-1243260007764/,16,7780.0,45.36,75.73,,,面影橋,4,,False,0
b-1072760000528,新築一戸建て,https://www.homes.co.jp/kodate/b-1072760000528/,22,7780.0,62.36,101.9,,,西ケ原,6,,False,0
b-1080060003839,新築一戸建て,https://www.homes.co.jp/kodate/b-1080060003839/,31,7780.0,110.64,88.28,,,富士見台,11,,False,0
b-1193340008083,中古一戸建て,https://www.homes.co.jp/kodate/b-1193340008083/,10,7780.0,37.8,80.61,,,新大塚,1,5.0,False,0
b-1262370001240,新築一戸建て,https://www.homes.co.jp/kodate/b-1262370001240/,22,7780.0,80.33,90.26,,,平和台,6,,False,0
b-17054720000735,中古一戸建て,https://www.homes.co.jp/kodate/b-17054720000735/,26,7790.0,69.59,114.05,60,200.0,赤羽,11,,False,0
b-1421770003018,新築一戸建て,https://www.homes.co.jp/kodate/b-1421770003018/,26,7790.0,69.59,114.05,,,志茂,7,,False,0
b-1373850000540,土地,https://www.homes.co.jp/tochi/b-1373850000540/,22,7790.0,104.6,,50,100.0,桜台,7,,False,0
b-1019620022623,土地,https://www.homes.co.jp/tochi/b-1019620022623/,22,7800.0,118.17,,70,160.0,上板橋,2,,False,0
b-17020970014902,土地,https://www.homes.co.jp/tochi/b-17020970014902/,17,7860.0,55.21,,60,160.0,護国寺,7,,False,0
b-17062460000108,新築一戸建て,https://www.homes.co.jp/kodate/b-17062460000108/,24,7880.0,107.7,106.81,50,100.0,地下鉄赤塚,6,,False,0
b-1336600001762,新築一戸建て,https://www.homes.co.jp/kodate/b-1336600001762/,24,7880.0,107.7,106.81,,,地下鉄赤塚,6,,False,0
b-35503720000115,土地,https://www.homes.co.jp/tochi/b-35503720000115/,10,7880.0,59.45,,60,160.0,高田馬場,3,,False,0
